Tietuetunnus,Ajopäivämäärä,Postinumero,Postinumeron nimi suomeksi,Postinumeron nimi ruotsiksi,Postinumeron nimen lyhenne suomeksi,Postinumeron nimen lyhenne ruotsiksi,Voimaantulopäivämäärä,Tyyppikoodi,Hallinnollisen alueen koodi ,Hallinnollisen alueen nimi suomeksi,Hallinnollisen alueen ruotsiksi,Kunnan koodi,Kunnan nimi suomeksi,Kunnan nimi ruotsiksi,Kunnan kielisuhdekoodi
PONOT,20200721,47650,KIMOLA,KIMOLA,,,19880101,1,FI1C4,Kymenlaakso,Kymmenedalen,286,Kouvola,Kouvola,1
PONOT,20200721,52520,SYVÄSMÄKI,SYVÄSMÄKI,,,19860101,1,FI1D1,Etelä-Savo,Södra Savolax,097,Hirvensalmi,Hirvensalmi,1
PONOT,20200721,58390,RÖNKÖNVAARA,RÖNKÖNVAARA,,,19970514,1,FI1D1,Etelä-Savo,Södra Savolax,740,Savonlinna,Nyslott,1
PONOT,20200721,58720,KAARTILANKOSKI,KAARTILANKOSKI,KAARTILANKSK,,19980105,1,FI1D1,Etelä-Savo,Södra Savolax,768,Sulkava,Sulkava,1
PONOT,20200721,66801,ORAVAINEN,ORAVAIS,,,19970130,2,FI195,Pohjanmaa,Österbotten,946,Vöyri,Vörå,2
PONOT,20200721,67200,KOKKOLA,KARLEBY,KLA,KABY,19961231,1,FI1D5,Keski-Pohjanmaa,Mellersta Österbotten,272,Kokkola,Karleby,2
PONOT,20200721,71520,KAISLASTENLAHTI,KAISLASTENLAHTI,KAISLASTENLH,,19860101,1,FI1D2,Pohjois-Savo,Norra Savolax,297,Kuopio,Kuopio,1
PONOT,20200721,75530,NURMES,NURMES,,,19980605,1,FI1D3,Pohjois-Karjala,Norra Karelen,541,Nurmes,Nurmes,1
PONOT,20200721,97685,SIIKA-KÄMÄ,SIIKA-KÄMÄ,,,19860101,1,FI1D7,Lappi,Lappland,698,Rovaniemi,Rovaniemi,1
PONOT,20200721,99870,INARI,INARI,,,19881101,1,FI1D7,Lappi,Lappland,148,Inari,Enare,1
PONOT,20200721,01711,VANTAA,VANDA,,,19881101,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,092,Vantaa,Vanda,2
PONOT,20200721,04330,LAHELA,LAHELA,,,19880321,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,858,Tuusula,Tusby,1
PONOT,20200721,10570,BROMARV,BROMARV,,,19881001,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,710,Raasepori,Raseborg,2
PONOT,20200721,29570,SÖÖRMARKKU,SÖÖRMARKKU,,,19860101,1,FI196,Satakunta,Satakunda,609,Pori,Björneborg,1
PONOT,20200721,33310,TAMPERE,TAMPERE,TRE,,19860101,1,FI197,Pirkanmaa,Birkaland,837,Tampere,Tammerfors,1
PONOT,20200721,33521,TAMPERE,TAMPERE,,,19961121,2,FI197,Pirkanmaa,Birkaland,837,Tampere,Tammerfors,1
PONOT,20200721,37550,LEMPÄÄLÄ,LEMPÄÄLÄ,,,19970127,1,FI197,Pirkanmaa,Birkaland,418,Lempäälä,Lempäälä,1
PONOT,20200721,41290,KANGASHÄKKI,KANGASHÄKKI,,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,892,Uurainen,Uurainen,1
PONOT,20200721,62440,PERKIÖMÄKI,PERKIÖMÄKI,,,19880701,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,233,Kauhava,Kauhava,1
PONOT,20200721,68320,RUOTSALO,RUOTSALO,,,19881101,1,FI1D5,Keski-Pohjanmaa,Mellersta Österbotten,272,Kokkola,Karleby,2
PONOT,20200721,71801,SIILINJÄRVI,SIILINJÄRVI,,,19881101,2,FI1D2,Pohjois-Savo,Norra Savolax,749,Siilinjärvi,Siilinjärvi,1
PONOT,20200721,76120,PIEKSÄMÄKI,PIEKSÄMÄKI,PMK,,19881101,1,FI1D1,Etelä-Savo,Södra Savolax,593,Pieksämäki,Pieksämäki,1
PONOT,20200721,95110,KUIVANIEMI KK,KUIVANIEMI KK,KUIVANM KK,,19870501,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,139,Ii,Ii,1
PONOT,20200721,95325,PAAKKOLA,PAAKKOLA,,,19860101,1,FI1D7,Lappi,Lappland,845,Tervola,Tervola,1
PONOT,20200721,97890,KARJALAISENNIEMI,KARJALAISENNIEMI,KARJALAISENN,,19860101,1,FI1D7,Lappi,Lappland,614,Posio,Posio,1
PONOT,20200721,20200,TURKU,ÅBO,TKU,,19960701,1,FI1C1,Varsinais-Suomi,Egentliga Finland,853,Turku,Åbo,2
PONOT,20200721,22430,SALTVIK,SALTVIK,,,19860926,1,FI200,Ahvenanmaa,Åland,736,Saltvik,Saltvik,4
PONOT,20200721,29900,MERIKARVIA,MERIKARVIA,,,20010129,1,FI196,Satakunta,Satakunda,484,Merikarvia,Sastmola,1
PONOT,20200721,33820,TAMPERE,TAMPERE,TRE,,19881101,1,FI197,Pirkanmaa,Birkaland,837,Tampere,Tammerfors,1
PONOT,20200721,41521,HANKASALMI,HANKASALMI,,,19951006,2,FI193,Keski-Suomi,Mellersta Finland,077,Hankasalmi,Hankasalmi,1
PONOT,20200721,62300,HÄRMÄ,HÄRMÄ,,,19881101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,233,Kauhava,Kauhava,1
PONOT,20200721,66270,PIRTTIKYLÄ,PÖRTOM,,,19970110,1,FI195,Pohjanmaa,Österbotten,545,Närpiö,Närpes,4
PONOT,20200721,98999,KEMIJÄRVI,KEMIJÄRVI,,,19860101,1,FI1D7,Lappi,Lappland,320,Kemijärvi,Kemijärvi,1
PONOT,20200721,00040,SANOMA,SANOMA,,,20140201,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00121,HELSINKI,HELSINGFORS,,,19881001,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
